timestamp,u1_top_tray_temp,u2_top_temp,u3_reflux_flow,u4_feed_flow,u5_6th_tray_temp,u6_bottom_temp,u7_pressure,y_butane_content
2023-01-04 06:00:00,70.741,64.652,1.9834,3.0971,84.608,91.014,326.88,0.9081
2023-01-04 07:00:00,68.968,65.615,2.1199,3.006,83.008,91.047,330.28,1.0045
2023-01-04 08:00:00,70.271,64.574,1.8935,3.3333,86.133,92.891,330.32,1.04
2023-01-04 09:00:00,70.622,64.516,2.0257,3.2837,82.62,91.844,330.45,0.9718
2023-01-04 10:00:00,71.407,64.138,2.0383,3.2133,84.329,92.151,330.45,0.946
2023-01-04 11:00:00,69.698,64.964,1.9388,3.3934,85.732,94.307,330.44,0.9791
2023-01-04 12:00:00,69.353,64.809,2.1554,3.3221,84.659,91.243,323.78,1.0059
2023-01-04 13:00:00,69.486,63.538,2.3044,3.1565,84.196,92.181,329.58,1.1613
2023-01-04 14:00:00,70.508,62.989,2.0802,3.143,82.951,93.91,323.68,0.9425
2023-01-04 15:00:00,69.927,63.709,2.1403,3.3781,82.521,92.385,330.8,1.02
2023-01-04 16:00:00,69.129,63.23,2.1039,3.3393,84.923,89.925,327.29,1.1101
2023-01-04 17:00:00,69.853,63.687,2.0275,3.3235,85.779,92.659,322.99,1.0749
2023-01-04 18:00:00,69.41,64.541,1.9179,3.2126,83.696,90.489,326.05,1.0828
2023-01-04 19:00:00,69.998,63.299,2.0283,3.3976,82.993,93.837,326.36,0.995
2023-01-04 20:00:00,68.554,63.536,1.9562,3.2439,81.619,90.956,330.46,1.0962
2023-01-04 21:00:00,68.747,63.556,2.2602,3.3317,83.332,95.913,327.67,1.0575
2023-01-04 22:00:00,68.59,64.06,2.0704,3.5264,84.383,93.997,327.73,0.9363
2023-01-04 23:00:00,67.63,61.846,2.0373,3.2816,86.374,91.099,329.52,1.1362
2023-01-05 00:00:00,68.935,62.95,2.1487,3.1795,85.471,92.216,326.01,1.0788
2023-01-05 01:00:00,68.807,63.48,1.9336,3.2487,85.192,93.234,327.83,1.0446
2023-01-05 02:00:00,68.504,64.132,1.9531,3.5003,84.55,93.346,327.34,0.9966
2023-01-05 03:00:00,68.216,62.91,2.0189,3.4167,84.49,92.984,322.1,1.1485
2023-01-05 04:00:00,67.178,61.905,2.0957,3.3751,86.828,94.128,328.68,1.2056
2023-01-05 05:00:00,67.882,63.62,2.0222,3.333,85.66,92.439,321.14,1.112
2023-01-05 06:00:00,67.855,62.711,1.9748,3.4551,83.29,92.23,326.67,1.0728
2023-01-05 07:00:00,67.401,62.296,1.9346,3.2968,85.033,92.372,320.27,1.1734
2023-01-05 08:00:00,67.83,62.666,1.9426,3.4365,85.007,94.062,325.25,0.9965
2023-01-05 09:00:00,68.202,62.952,1.8978,3.3122,85.533,93.553,328.09,1.1078
2023-01-05 10:00:00,69.31,62.638,1.7491,3.2916,86.941,93.596,322.59,1.0759
2023-01-05 11:00:00,67.866,61.5,1.8308,3.3213,86.396,94.397,322.18,1.1743
2023-01-05 12:00:00,67.861,63.658,1.6926,3.3504,86.626,90.85,324.04,1.0573
2023-01-05 13:00:00,67.527,63.911,1.782,3.3863,88.355,94.079,321.39,1.1317
2023-01-05 14:00:00,65.986,63.466,1.6998,3.4164,86.347,94.126,326.46,1.1343
2023-01-05 15:00:00,67.439,62.207,1.9763,2.9407,89.369,96.184,322.09,1.1397
2023-01-05 16:00:00,67.45,62.86,1.6934,3.2808,86.787,92.205,320.52,1.1982
2023-01-05 17:00:00,69.318,62.996,1.5328,3.3244,87.832,96.4,319.68,1.1218
2023-01-05 18:00:00,67.143,63.422,1.6366,3.5448,87.634,94.662,318.41,1.1289
2023-01-05 19:00:00,67.492,63.476,1.6799,3.2268,88.289,95.392,318.89,1.0743
2023-01-05 20:00:00,67.18,62.502,1.7745,3.3675,88.851,97.132,319.31,1.155
2023-01-05 21:00:00,66.233,63.084,1.5289,3.5182,89.047,95.883,318.69,1.216
2023-01-05 22:00:00,68.048,63.36,1.4119,3.1715,87.948,95.879,318.0,1.1008
2023-01-05 23:00:00,67.704,64.076,1.6359,3.3661,87.745,95.881,324.63,1.2156
2023-01-06 00:00:00,67.708,63.569,1.4021,3.2118,91.936,95.148,316.55,1.0812
2023-01-06 01:00:00,66.325,63.65,1.4845,3.2363,88.848,95.952,319.24,1.1623
2023-01-06 02:00:00,68.156,63.18,1.4923,3.1888,90.344,95.274,320.11,1.1813
2023-01-06 03:00:00,65.897,64.136,1.5033,3.1853,87.997,96.362,319.96,1.2199
2023-01-06 04:00:00,67.478,63.465,1.5735,3.5875,89.643,93.6,318.01,1.0376
2023-01-06 05:00:00,68.754,62.607,1.4328,3.3496,89.991,97.413,317.33,1.0559
2023-01-06 06:00:00,66.208,64.227,1.4726,3.3676,90.825,96.915,318.84,1.2125
2023-01-06 07:00:00,66.549,63.77,1.4997,3.2815,87.478,96.854,318.17,1.2578
2023-01-06 08:00:00,67.088,63.011,1.5195,3.0167,90.817,97.794,316.65,1.1673
2023-01-06 09:00:00,66.616,63.028,1.52,3.2437,89.523,95.861,313.19,1.1392
2023-01-06 10:00:00,65.793,63.615,1.5617,3.312,91.291,100.448,315.74,1.0893
2023-01-06 11:00:00,67.107,63.778,1.6125,3.0679,89.933,98.02,313.86,1.2108
2023-01-06 12:00:00,66.225,63.64,1.5795,3.2732,90.261,98.175,314.89,1.1757
2023-01-06 13:00:00,67.481,63.771,1.5996,3.2292,91.023,97.318,316.48,1.0563
2023-01-06 14:00:00,66.398,64.795,1.412,3.3545,90.278,98.81,317.13,1.0694
2023-01-06 15:00:00,68.408,64.41,1.5929,3.07,91.015,100.784,320.54,1.0181
2023-01-06 16:00:00,66.581,63.85,1.6551,2.9766,90.318,100.526,314.61,1.1257
2023-01-06 17:00:00,66.993,64.434,1.7008,3.0535,89.697,100.484,317.76,1.0171
2023-01-06 18:00:00,67.948,63.112,1.5808,3.2581,92.906,100.273,316.47,1.0434
2023-01-06 19:00:00,66.363,64.175,1.6073,2.856,90.423,99.282,318.83,1.0346
2023-01-06 20:00:00,67.584,65.226,1.64,2.8172,91.704,98.042,316.93,1.1084
2023-01-06 21:00:00,68.506,63.871,1.776,3.0667,92.77,99.84,312.88,1.0242
2023-01-06 22:00:00,66.235,63.497,1.8513,2.9941,91.295,99.963,311.01,1.1684
2023-01-06 23:00:00,67.734,63.701,1.7331,3.0401,91.083,101.795,316.02,1.1156
2023-01-07 00:00:00,67.862,63.463,1.8908,3.1451,92.248,100.989,313.86,1.0806
2023-01-07 01:00:00,68.352,63.746,1.8385,2.9587,93.227,102.831,312.67,1.0181
2023-01-07 02:00:00,66.811,64.106,1.8397,2.7943,90.697,102.433,311.91,1.0786
2023-01-07 03:00:00,66.822,63.453,1.8565,3.2592,91.794,100.417,315.45,1.1189
2023-01-07 04:00:00,68.377,64.52,1.9773,2.8898,90.018,98.804,318.79,1.0987
2023-01-07 05:00:00,68.281,65.214,1.9593,2.8788,91.445,103.057,313.98,0.9896
2023-01-07 06:00:00,68.33,64.02,2.1776,3.1356,91.859,103.133,316.48,0.9927
2023-01-07 07:00:00,68.496,65.793,1.8869,2.9551,90.814,99.692,314.75,1.0284
2023-01-07 08:00:00,67.766,65.161,2.0446,2.9926,91.174,103.524,311.8,1.0514
2023-01-07 09:00:00,68.59,65.599,1.9592,3.058,90.04,102.144,316.88,0.8782
2023-01-07 10:00:00,68.734,64.492,1.9429,3.1307,91.577,101.932,312.34,1.0557
2023-01-07 11:00:00,68.027,65.626,2.0447,2.9622,92.546,103.889,315.18,0.991
2023-01-07 12:00:00,70.191,64.338,2.0735,3.187,90.062,103.596,314.32,0.9075
2023-01-07 13:00:00,69.179,65.8,2.3637,2.7515,90.459,102.743,317.47,0.9873
2023-01-07 14:00:00,67.951,65.372,2.0635,3.103,91.563,102.551,312.67,0.9573
2023-01-07 15:00:00,69.534,65.713,1.9768,2.9159,92.201,102.768,316.37,0.9559
2023-01-07 16:00:00,68.336,64.576,2.1227,3.1869,89.076,101.467,313.39,0.9675
2023-01-07 17:00:00,69.853,64.845,1.8914,3.0457,90.375,101.926,314.31,0.8302
2023-01-07 18:00:00,70.259,65.962,2.0908,2.955,90.708,100.826,306.61,0.8234
2023-01-07 19:00:00,68.786,64.952,2.1005,3.1231,90.114,101.559,321.05,0.9955
2023-01-07 20:00:00,70.324,66.011,2.1749,3.1592,87.324,101.497,317.33,0.7964
2023-01-07 21:00:00,69.994,64.799,2.1871,3.1382,90.417,101.121,314.17,1.0017
2023-01-07 22:00:00,70.433,66.419,2.0316,2.9473,91.35,102.089,313.43,0.901
2023-01-07 23:00:00,71.405,65.03,2.0568,3.0231,89.615,101.444,315.15,0.9008
2023-01-08 00:00:00,69.804,66.345,1.9832,3.0915,88.156,102.463,318.35,0.8455
2023-01-08 01:00:00,69.509,66.462,1.9329,3.0982,88.525,99.637,312.0,0.8883
2023-01-08 02:00:00,69.513,65.6,2.0608,3.2048,90.834,101.526,316.56,0.8464
2023-01-08 03:00:00,69.683,66.557,1.8848,2.8851,89.683,101.762,321.53,0.9072
2023-01-08 04:00:00,70.385,66.392,1.9514,3.1793,89.178,101.096,314.46,0.8437
2023-01-08 05:00:00,70.831,65.891,1.8726,3.117,88.658,101.177,317.7,0.8416
2023-01-08 06:00:00,70.889,65.619,2.005,3.0639,87.329,99.232,323.22,0.9294
2023-01-08 07:00:00,71.438,65.007,2.1069,3.0884,87.627,101.641,319.51,0.7826
2023-01-08 08:00:00,70.895,66.678,1.7724,3.1648,87.553,101.895,318.47,0.7535
2023-01-08 09:00:00,72.154,65.389,1.6923,2.7715,88.035,101.563,319.65,0.7691
2023-01-08 10:00:00,70.884,66.601,1.8396,3.1326,88.884,102.133,317.62,0.7252
2023-01-08 11:00:00,73.376,66.396,1.8277,3.1246,88.25,100.899,322.12,0.6691
2023-01-08 12:00:00,71.802,67.101,1.8219,3.3065,85.257,101.106,318.12,0.7172
2023-01-08 13:00:00,70.716,66.456,1.7292,3.1586,86.866,100.527,314.48,0.7568
2023-01-08 14:00:00,70.643,66.477,1.7278,3.2419,87.235,101.051,318.66,0.8391
2023-01-08 15:00:00,71.982,67.258,1.7591,3.465,86.915,97.935,317.49,0.6443
2023-01-08 16:00:00,71.511,67.016,1.8014,3.411,85.357,98.646,319.48,0.7877
2023-01-08 17:00:00,72.353,67.035,1.4777,3.4114,89.075,101.688,319.81,0.6991
2023-01-08 18:00:00,72.249,67.172,1.6131,3.2541,84.29,96.238,323.74,0.6791
2023-01-08 19:00:00,71.899,65.797,1.6493,3.3898,84.335,99.062,322.77,0.682
2023-01-08 20:00:00,71.363,67.426,1.5154,3.3065,85.623,100.571,321.98,0.5832
2023-01-08 21:00:00,70.909,67.348,1.761,3.3204,87.54,98.725,321.61,0.7204
2023-01-08 22:00:00,71.842,66.227,1.5066,3.4019,84.146,98.115,319.26,0.7638
2023-01-08 23:00:00,72.959,66.785,1.5501,3.2892,84.635,98.602,316.76,0.6406
2023-01-09 00:00:00,72.517,66.943,1.5958,3.5475,85.983,97.764,322.8,0.7398
2023-01-09 01:00:00,71.417,66.887,1.469,3.3558,84.657,98.051,324.81,0.6846
2023-01-09 02:00:00,72.617,67.224,1.3334,3.4552,84.196,96.908,322.86,0.6834
2023-01-09 03:00:00,72.848,67.998,1.4674,3.5608,85.084,99.021,322.1,0.564
2023-01-09 04:00:00,71.891,67.757,1.6075,3.5143,84.669,99.213,324.91,0.6069
2023-01-09 05:00:00,72.775,66.081,1.4675,3.225,85.42,96.972,323.85,0.6881
2023-01-09 06:00:00,72.749,67.433,1.4154,3.4502,85.634,95.125,328.59,0.6403
2023-01-09 07:00:00,71.835,67.922,1.5937,3.5008,84.489,96.028,327.77,0.6102
2023-01-09 08:00:00,73.079,67.255,1.4715,3.5068,84.42,96.252,327.4,0.6297
2023-01-09 09:00:00,73.28,67.737,1.4592,3.2664,84.294,96.932,327.21,0.6138
2023-01-09 10:00:00,73.733,68.368,1.533,3.3205,84.566,94.75,322.4,0.658
2023-01-09 11:00:00,73.741,67.66,1.6052,3.5171,84.07,94.847,327.6,0.6612
2023-01-09 12:00:00,71.823,67.099,1.7784,3.304,84.0,96.299,327.19,0.7732
2023-01-09 13:00:00,72.197,67.634,1.637,3.3562,85.319,96.648,328.08,0.7114
2023-01-09 14:00:00,73.379,66.98,1.6862,3.5773,85.684,94.413,328.11,0.6852
2023-01-09 15:00:00,73.392,66.868,1.5373,3.3776,82.382,93.286,328.31,0.5906
2023-01-09 16:00:00,73.404,66.576,1.5046,3.2905,84.087,99.09,334.24,0.6159
2023-01-09 17:00:00,76.08,67.884,1.6342,3.266,83.364,95.645,327.6,0.5141
2023-01-09 18:00:00,73.457,66.182,1.6607,3.4042,83.837,94.09,330.43,0.7487
2023-01-09 19:00:00,73.906,67.791,1.5654,3.1964,84.689,95.382,327.21,0.6265
2023-01-09 20:00:00,73.755,67.029,1.6799,3.3183,85.06,93.911,330.66,0.7108
2023-01-09 21:00:00,73.502,65.657,1.7623,3.3788,84.287,95.026,331.32,0.6328
2023-01-09 22:00:00,72.714,66.85,1.7839,3.485,82.403,93.938,330.17,0.6621
2023-01-09 23:00:00,73.555,65.076,1.8243,3.3989,83.553,93.687,333.71,0.7334
2023-01-10 00:00:00,72.307,66.936,1.8291,3.2224,85.717,93.266,327.61,0.7888
2023-01-10 01:00:00,72.708,67.067,1.7754,3.4382,81.842,91.383,328.87,0.6851
2023-01-10 02:00:00,72.478,65.98,1.8007,3.2492,86.296,95.643,330.89,0.7213
2023-01-10 03:00:00,72.897,66.426,1.7578,3.1249,85.705,91.765,332.82,0.7694
2023-01-10 04:00:00,74.644,67.651,2.0811,3.2402,86.729,91.095,331.33,0.5935
2023-01-10 05:00:00,71.256,65.871,1.9281,3.4208,85.221,92.468,334.34,0.8959
2023-01-10 06:00:00,73.252,65.424,1.9275,3.2553,83.336,91.384,329.72,0.69
2023-01-10 07:00:00,71.362,67.141,1.8792,3.224,86.248,92.464,328.76,0.6769
2023-01-10 08:00:00,72.221,67.414,2.2864,3.4059,87.353,93.332,332.62,0.7478
2023-01-10 09:00:00,73.411,65.979,1.9048,3.0246,87.151,93.647,331.88,0.7985
2023-01-10 10:00:00,72.53,66.618,1.9869,3.029,85.593,93.336,333.65,0.7595
2023-01-10 11:00:00,71.552,66.782,2.0873,2.9764,86.609,91.813,332.43,0.8373
2023-01-10 12:00:00,71.773,65.255,2.1198,3.2021,86.124,92.216,331.86,0.824
2023-01-10 13:00:00,72.818,65.365,2.1677,3.1647,86.009,92.633,332.71,0.7607
2023-01-10 14:00:00,71.615,66.496,2.2627,3.3174,88.164,89.779,333.16,0.764
2023-01-10 15:00:00,72.294,66.743,2.1404,3.1493,86.001,92.776,332.51,0.6306
2023-01-10 16:00:00,72.077,65.885,1.9898,3.0598,86.542,90.119,332.94,0.8165
2023-01-10 17:00:00,71.436,64.802,2.0732,3.0971,86.52,94.655,332.6,0.8811
2023-01-10 18:00:00,73.586,66.736,2.1308,3.1,86.304,91.475,335.9,0.7192
2023-01-10 19:00:00,72.289,64.899,2.3057,2.8748,88.314,91.768,334.4,0.8709
2023-01-10 20:00:00,70.07,64.962,1.9557,3.3906,89.639,91.025,339.69,1.0085
2023-01-10 21:00:00,71.745,65.362,2.21,3.1184,88.366,91.234,334.58,0.8594
2023-01-10 22:00:00,70.971,66.135,2.0999,3.0725,87.12,95.045,332.92,0.7836
2023-01-10 23:00:00,72.084,65.57,2.1557,3.113,89.904,93.357,341.09,0.767
2023-01-11 00:00:00,70.668,65.188,2.0496,3.1168,91.036,90.176,335.54,1.0176
2023-01-11 01:00:00,71.108,65.147,1.9615,3.0081,88.67,94.209,337.08,0.8534
2023-01-11 02:00:00,71.5,64.779,2.1049,2.9433,89.049,93.878,336.17,0.7874
2023-01-11 03:00:00,71.683,65.065,2.0776,3.0858,90.333,92.043,336.32,0.7853
2023-01-11 04:00:00,69.924,62.83,2.09,3.0558,91.735,92.899,336.16,1.053
2023-01-11 05:00:00,70.509,64.32,1.9707,2.9087,89.559,92.58,332.12,0.8437
2023-01-11 06:00:00,70.288,64.625,1.89,3.1734,88.839,95.271,335.84,0.9428
2023-01-11 07:00:00,70.035,63.578,1.7709,3.0365,91.168,91.788,331.64,0.805
2023-01-11 08:00:00,71.859,64.584,1.9845,3.0878,91.513,93.136,334.54,0.901
2023-01-11 09:00:00,70.66,64.101,1.92,3.1671,90.795,92.522,333.18,0.9157
2023-01-11 10:00:00,69.215,65.404,1.7555,3.0033,90.32,91.354,335.89,0.9276
2023-01-11 11:00:00,70.846,65.209,1.7723,3.0403,92.166,96.212,335.83,0.8001
2023-01-11 12:00:00,71.698,63.715,1.7533,3.1018,91.783,91.98,336.18,0.9538
2023-01-11 13:00:00,70.714,63.871,1.6256,2.9208,90.478,93.962,335.67,0.8935
2023-01-11 14:00:00,68.56,63.861,1.6661,3.0183,91.489,91.579,333.4,0.9432
2023-01-11 15:00:00,69.277,63.535,1.609,3.0317,90.051,93.496,334.22,0.8407
2023-01-11 16:00:00,70.566,63.927,1.6561,2.9075,92.385,94.741,337.12,0.8758
2023-01-11 17:00:00,68.876,63.201,1.5993,3.3068,91.425,93.303,337.43,0.9613
2023-01-11 18:00:00,69.687,62.883,1.4873,2.8669,91.307,95.326,331.82,0.8278
2023-01-11 19:00:00,69.843,64.055,1.8302,2.8878,91.812,94.407,330.78,0.8911
2023-01-11 20:00:00,68.374,64.007,1.7324,3.2098,91.945,96.461,332.69,0.8969
2023-01-11 21:00:00,68.962,62.952,1.51,3.1468,92.926,96.925,337.02,0.924
2023-01-11 22:00:00,66.311,64.093,1.5974,2.9478,92.622,94.596,337.33,1.078
2023-01-11 23:00:00,67.981,62.977,1.596,3.154,91.819,95.666,331.87,1.0439
2023-01-12 00:00:00,68.496,63.552,1.6593,3.2681,92.84,96.015,334.82,0.9809
2023-01-12 01:00:00,67.6,63.906,1.4462,3.0995,92.438,96.794,338.5,0.9089
2023-01-12 02:00:00,69.806,63.268,1.6273,3.4267,91.514,96.222,334.8,0.8815
2023-01-12 03:00:00,67.26,63.573,1.4554,2.92,91.822,96.667,337.16,0.9691
2023-01-12 04:00:00,67.958,62.858,1.371,3.2224,91.761,96.321,335.94,0.8789
2023-01-12 05:00:00,68.323,63.049,1.5736,3.2918,92.434,97.005,331.0,0.9444
2023-01-12 06:00:00,69.283,63.012,1.6291,3.2715,91.418,98.76,332.62,0.9496
2023-01-12 07:00:00,66.894,62.606,1.7599,3.153,91.325,98.131,332.99,0.9936
2023-01-12 08:00:00,68.89,62.98,1.3846,3.1557,93.842,98.42,332.97,0.8035
2023-01-12 09:00:00,67.887,61.997,1.5801,3.2569,92.623,98.665,334.79,0.9564
2023-01-12 10:00:00,67.016,62.717,1.4771,3.3146,90.655,97.74,333.31,0.8965
2023-01-12 11:00:00,68.096,62.845,1.6064,3.302,92.013,98.568,324.73,0.9465
2023-01-12 12:00:00,67.814,62.851,1.3931,3.3674,91.399,96.954,328.56,0.9445
2023-01-12 13:00:00,67.106,62.849,1.428,3.133,91.575,100.222,326.14,0.9064
2023-01-12 14:00:00,67.577,62.966,1.4926,3.2404,91.161,95.161,331.81,0.9367
2023-01-12 15:00:00,67.152,63.339,1.5958,3.1671,92.177,98.867,331.73,0.9201
2023-01-12 16:00:00,67.493,63.613,1.5431,3.2454,91.099,100.662,331.59,0.8707
2023-01-12 17:00:00,67.877,62.545,1.6938,3.425,90.493,97.6,328.22,0.8787
2023-01-12 18:00:00,68.566,62.16,1.7527,3.3271,91.543,100.083,332.04,0.8146
2023-01-12 19:00:00,66.26,62.278,1.7332,3.6375,90.482,98.863,331.88,1.0381
2023-01-12 20:00:00,68.914,62.675,1.8593,3.3578,90.182,99.448,326.68,0.8274
2023-01-12 21:00:00,65.607,62.78,1.7639,3.3511,90.212,101.331,325.87,0.9702
2023-01-12 22:00:00,67.012,62.501,1.6262,3.3655,89.576,100.527,329.26,0.9189
2023-01-12 23:00:00,67.573,62.149,1.9102,3.2843,89.496,97.787,333.45,0.9595
2023-01-13 00:00:00,67.3,62.756,1.7395,3.3614,88.644,99.317,332.93,0.8396
2023-01-13 01:00:00,66.554,63.224,1.9172,3.5103,88.264,102.003,329.8,0.8016
